symbol, name, exchange, marketCap, IPOYear, sector, industry, summary
IMMY,Imprimis Pharmaceuticals Inc.,NASDAQ,6.075E7,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/immy
INCR,INC Research Holdings Inc.,NASDAQ,2.72E9,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incr
SAAS,inContact Inc.,NASDAQ,5.8412E8,,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/saas
INCY,Incyte Corporation,NASDAQ,2.104E10,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incy
INDB,Independent Bank Corp.,NASDAQ,1.33E9,,Finance,Major Banks,http://www.nasdaq.com/symbol/indb
IBCP,Independent Bank Corporation,NASDAQ,3.4294E8,,Finance,Major Banks,http://www.nasdaq.com/symbol/ibcp
IBTX,Independent Bank Group Inc,NASDAQ,6.7027E8,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/ibtx
IDSA,Industrial Services of America Inc.,NASDAQ,1.58E7,,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/idsa
INFN,Infinera Corporation,NASDAQ,3.03E9,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/infn
INFI,Infinity Pharmaceuticals Inc.,NASDAQ,4.0615E8,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi
IPCC,Infinity Property and Casualty Corporation,NASDAQ,9.3592E8,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ipcc
III,Information Services Group Inc.,NASDAQ,1.4018E8,,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/iii
IFON,InfoSonics Corp,NASDAQ,2.446E7,,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/ifon
IMKTA,Ingles Markets Incorporated,NASDAQ,1.09E9,1987,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/imkta
INWK,InnerWorkings Inc.,NASDAQ,4.2264E8,2006,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/inwk
INNL,Innocoll AG,NASDAQ,1.7551E8,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/innl
INOD,Innodata Inc.,NASDAQ,6.269E7,1993,Technology,EDP Services,http://www.nasdaq.com/symbol/inod
IPHS,Innophos Holdings Inc.,NASDAQ,5.86E8,2006,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,NASDAQ,1.37E9,,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iosp
ISSC,Innovative Solutions and Support Inc.,NASDAQ,4.185E7,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc
INGN,Inogen Inc,NASDAQ,7.1927E8,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ingn
ITEK,Inotek Pharmaceuticals Corporation,NASDAQ,2.6701E8,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itek
INOV,Inovalon Holdings Inc.,NASDAQ,2.69E9,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/inov
INO,Inovio Pharmaceuticals Inc.,NASDAQ,4.9085E8,,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino
NSIT,Insight Enterprises Inc.,NASDAQ,9.8631E8,1995,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit
ISIG,Insignia Systems Inc.,NASDAQ,3.433E7,1991,Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig
INSM,Insmed Inc.,NASDAQ,1.02E9,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm
IIIN,Insteel Industries Inc.,NASDAQ,4.4892E8,,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin
PODD,Insulet Corporation,NASDAQ,1.98E9,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
INSY,Insys Therapeutics Inc.,NASDAQ,2.1E9,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy
NTEC,Intec Pharma Ltd.,NASDAQ,6.253E7,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntec
IART,Integra LifeSciences Holdings Corporation,NASDAQ,2.3E9,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart
IDTI,Integrated Device Technology Inc.,NASDAQ,4.01E9,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
IESC,Integrated Electrical Services Inc.,NASDAQ,1.6029E8,,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/iesc
ISSI,Integrated Silicon Solution Inc.,NASDAQ,7.3301E8,1995,Technology,Semiconductors,http://www.nasdaq.com/symbol/issi
INTC,Intel Corporation,NASDAQ,1.6356E11,,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
IQNT,Inteliquent Inc.,NASDAQ,6.4607E8,,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/iqnt
IPCI,Intellipharmaceutics International Inc.,NASDAQ,4.523E7,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci
IPAR,Inter Parfums Inc.,NASDAQ,8.232E8,,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar
IBKR,Interactive Brokers Group Inc.,NASDAQ,1.763E10,,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr
ININ,Interactive Intelligence Group Inc.,NASDAQ,7.1266E8,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inin
ICPT,Intercept Pharmaceuticals Inc.,NASDAQ,4.15E9,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt
ICLD,InterCloud Systems Inc,NASDAQ,3.56E7,,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/icld
ICLDW,InterCloud Systems Inc,NASDAQ,,,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/icldw
IDCC,InterDigital Inc.,NASDAQ,1.86E9,,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc
TILE,Interface Inc.,NASDAQ,1.34E9,,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile
IMI,Intermolecular Inc.,NASDAQ,1.1007E8,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
INAP,Internap Corporation,NASDAQ,4.0122E8,1999,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/inap
IBOC,International Bancshares Corporation,NASDAQ,1.99E9,,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc
ISCA,International Speedway Corporation,NASDAQ,1.63E9,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca
IGLD,Internet Gold Golden Lines Ltd.,NASDAQ,2.3217E8,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld
IIJI,Internet Initiative Japan Inc.,NASDAQ,8.5015E8,,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/iiji
XENT,Intersect ENT Inc.,NASDAQ,5.216E8,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent
INTX,Intersections Inc.,NASDAQ,4.445E7,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx
ISIL,Intersil Corporation,NASDAQ,1.87E9,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/isil
IILG,Interval Leisure Group Inc.,NASDAQ,9.0835E8,,Finance,Real Estate,http://www.nasdaq.com/symbol/iilg
IVAC,Intevac Inc.,NASDAQ,1.0837E8,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac
INTL,INTL FCStone Inc.,NASDAQ,6.3928E8,,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl
INTLL,INTL FCStone Inc.,NASDAQ,,,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intll
ITCI,Intra-Cellular Therapies Inc.,NASDAQ,2.25E9,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci
IIN,IntriCon Corporation,NASDAQ,4.649E7,,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin
INTU,Intuit Inc.,NASDAQ,2.862E10,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
ISRG,Intuitive Surgical Inc.,NASDAQ,1.93E10,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg
INVT,Inventergy Global Inc.,NASDAQ,5910000.0,,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/invt
SNAK,Inventure Foods Inc.,NASDAQ,1.3197E8,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak
ISTR,Investar Holding Corporation,NASDAQ,1.2126E8,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr
ISBC,Investors Bancorp Inc.,NASDAQ,4.29E9,,Finance,Savings Institutions,http://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,NASDAQ,1.6286E8,,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
NVIV,InVivo Therapeutics Holdings Corp.,NASDAQ,2.0518E8,,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv
IVTY,Invuity Inc.,NASDAQ,1.7658E8,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty
IPAS,iPass Inc.,NASDAQ,6.646E7,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
DTUL,Ipath US Treasury 2 Yr Bull ETN,NASDAQ,4570000.0,,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtul
DFVL,Ipath US Treasury 5 Year Bull E,NASDAQ,1940000.0,,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvl
IPCM,IPC Healthcare Inc.,NASDAQ,1.4E9,2008,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ipcm
IPGP,IPG Photonics Corporation,NASDAQ,4.79E9,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
IRMD,iRadimed Corporation,NASDAQ,3.1979E8,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd
IRIX,IRIDEX Corporation,NASDAQ,9.747E7,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,NASDAQ,7.3586E8,,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm
IRDMB,Iridium Communications Inc,NASDAQ,1.45E8,,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb
IRBT,iRobot Corporation,NASDAQ,9.4476E8,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt
IRWD,Ironwood Pharmaceuticals Inc.,NASDAQ,1.76E9,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
IRCP,IRSA Propiedades Comerciales S.A.,NASDAQ,1.02E9,,Consumer Services,Building operators,http://www.nasdaq.com/symbol/ircp
COMT,iShares Commodities Select Strategy ETF,NASDAQ,2.4504E8,,n/a,n/a,http://www.nasdaq.com/symbol/comt
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,NASDAQ,6.136E7,,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,NASDAQ,9.1074E8,,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
GNMA,iShares GNMA Bond ETF,NASDAQ,6.023E7,,n/a,n/a,http://www.nasdaq.com/symbol/gnma
ACWX,iShares MSCI ACWI ex US Index Fund,NASDAQ,1.85E9,,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,NASDAQ,6.31E9,,n/a,n/a,http://www.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,NASDAQ,3.19E9,,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
EEMA,iShares MSCI Emerging Markets Asia Index Fund,NASDAQ,1.4671E8,,n/a,n/a,http://www.nasdaq.com/symbol/eema
EEML,iShares MSCI Emerging Markets Latin America Index Fund,NASDAQ,8300000.0,,n/a,n/a,http://www.nasdaq.com/symbol/eeml
EUFN,iShares MSCI Europe Financials Sector Index Fund,NASDAQ,4.0596E8,,n/a,n/a,http://www.nasdaq.com/symbol/eufn
IEUS,iShares MSCI Europe Small-Cap ETF,NASDAQ,5.268E7,,n/a,n/a,http://www.nasdaq.com/symbol/ieus
QAT,iShares MSCI Qatar Capped ETF,NASDAQ,4.354E7,,n/a,n/a,http://www.nasdaq.com/symbol/qat
UAE,iShares MSCI UAE Capped ETF,NASDAQ,2.657E7,,n/a,n/a,http://www.nasdaq.com/symbol/uae
IBB,iShares Nasdaq Biotechnology Index Fund,NASDAQ,8.32E9,,n/a,n/a,http://www.nasdaq.com/symbol/ibb
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,NASDAQ,4.1014E8,,n/a,n/a,http://www.nasdaq.com/symbol/soxx
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,NASDAQ,5.816E7,,n/a,n/a,http://www.nasdaq.com/symbol/emif
ICLN,iShares S&P Global Clean Energy Index Fund,NASDAQ,7.246E7,,n/a,n/a,http://www.nasdaq.com/symbol/icln
WOOD,iShares S&P Global Timber & Forestry Index Fund,NASDAQ,2.7895E8,,n/a,n/a,http://www.nasdaq.com/symbol/wood
INDY,iShares S&P India Nifty 50 Index Fund,NASDAQ,8.6192E8,,n/a,n/a,http://www.nasdaq.com/symbol/indy
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,NASDAQ,1.4197E8,,n/a,n/a,http://www.nasdaq.com/symbol/ishg
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,NASDAQ,4.1255E8,,n/a,n/a,http://www.nasdaq.com/symbol/igov
ISIS,Isis Pharmaceuticals Inc.,NASDAQ,7.36E9,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/isis
ISLE,Isle of Capri Casinos Inc.,NASDAQ,7.3812E8,,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/isle
ISRL,Isramco Inc.,NASDAQ,2.6212E8,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl
ITRI,Itron Inc.,NASDAQ,1.34E9,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,NASDAQ,5.1646000000000006E8,2005,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/itrn
ITUS,ITUS Corporation,NASDAQ,2.634E7,,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/itus
XXIA,Ixia,NASDAQ,1.08E9,2000,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/xxia
IXYS,IXYS Corporation,NASDAQ,3.8539E8,,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys
JJSF,J & J Snack Foods Corp.,NASDAQ,2.16E9,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf
MAYS,J. W. Mays Inc.,NASDAQ,1.1243E8,,Consumer Services,Building operators,http://www.nasdaq.com/symbol/mays
JBHT,J.B. Hunt Transport Services Inc.,NASDAQ,8.88E9,,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht
JCOM,j2 Global Inc.,NASDAQ,3.95E9,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
JASO,JA Solar Holdings Co. Ltd.,NASDAQ,4.3245E8,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso
JKHY,Jack Henry & Associates Inc.,NASDAQ,6.33E9,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,NASDAQ,2.7E9,,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack
JXSB,Jacksonville Bancorp Inc.,NASDAQ,4.386E7,,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb
JAXB,Jacksonville Bancorp Inc.,NASDAQ,1.0416E8,,Finance,Major Banks,http://www.nasdaq.com/symbol/jaxb
JAGX,Jaguar Animal Health Inc.,NASDAQ,1.869E7,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jagx
JAKK,JAKKS Pacific Inc.,NASDAQ,1.7697E8,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk
JMBA,Jamba Inc.,NASDAQ,1.948E8,,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jmba
JRVR,James River Group Holdings Ltd.,NASDAQ,8.9444E8,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/jrvr
ERW,Janus Equal Risk Weighted Large Cap ETF,NASDAQ,2.8E7,,n/a,n/a,http://www.nasdaq.com/symbol/erw
JASN,Jason Industries Inc.,NASDAQ,8.609E7,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasn
JASNW,Jason Industries Inc.,NASDAQ,,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasnw
JAZZ,Jazz Pharmaceuticals plc,NASDAQ,8.85E9,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz
JD,JD.com Inc.,NASDAQ,4.102E10,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jd
JBLU,JetBlue Airways Corporation,NASDAQ,8.140000000000001E9,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu
JTPY,JetPay Corporation,NASDAQ,4.14E7,2011,Finance,Business Services,http://www.nasdaq.com/symbol/jtpy
JCTCF,Jewett-Cameron Trading Company,NASDAQ,2.628E7,,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/jctcf
DATE,Jiayuan.com International Ltd.,NASDAQ,2.2569E8,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/date
JST,Jinpan International Limited,NASDAQ,6.253E7,1998,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/jst
JIVE,Jive Software Inc.,NASDAQ,3.6124E8,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/jive
WYIG,JM Global Holding Company,NASDAQ,,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyig
WYIGU,JM Global Holding Company,NASDAQ,6.366E7,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigu
WYIGW,JM Global Holding Company,NASDAQ,,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigw
JOEZ,Joe&#39;s Jeans Inc.,NASDAQ,1.435E7,,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/joez
JBSS,John B. Sanfilippo & Son Inc.,NASDAQ,6.877E8,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss
JOUT,Johnson Outdoors Inc.,NASDAQ,2.4207E8,,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout
JNP,Juniper Pharmaceuticals Inc.,NASDAQ,1.2551E8,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp
JUNO,Juno Therapeutics Inc.,NASDAQ,5.34E9,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno
KTWO,K2M Group Holdings Inc.,NASDAQ,8.1633E8,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ktwo
KALU,Kaiser Aluminum Corporation,NASDAQ,1.48E9,,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu
KBIO,KaloBios Pharmaceuticals Inc.,NASDAQ,7.526E7,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kbio
KMDA,Kamada Ltd.,NASDAQ,1.441E8,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda
KNDI,Kandi Technologies Group Inc.,NASDAQ,4.7951E8,,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi
KCLI,Kansas City Life Insurance Company,NASDAQ,5.1962E8,,Finance,Life Insurance,http://www.nasdaq.com/symbol/kcli
KPTI,Karyopharm Therapeutics Inc.,NASDAQ,5.9101E8,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti
KBSF,KBS Fashion Group Limited,NASDAQ,9.405E7,2013,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kbsf
KCAP,KCAP Financial Inc.,NASDAQ,1.6881E8,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap
KRNY,Kearny Financial,NASDAQ,1.14E9,,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny
KELYA,Kelly Services Inc.,NASDAQ,6.3202E8,,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya
KELYB,Kelly Services Inc.,NASDAQ,6.0733E8,,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb
KMPH,KemPharm Inc.,NASDAQ,2.1847E8,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmph
KFFB,Kentucky First Federal Bancorp,NASDAQ,7.969E7,,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb
KERX,Keryx Biopharmaceuticals Inc.,NASDAQ,5.2912E8,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx
GMCR,Keurig Green Mountain Inc.,NASDAQ,7.31E9,1993,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/gmcr
KEQU,Kewaunee Scientific Corporation,NASDAQ,4.473E7,,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ
KTEC,Key Technology Inc.,NASDAQ,7.019E7,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec
KTCC,Key Tronic Corporation,NASDAQ,8.354E7,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc
KFRC,Kforce Inc.,NASDAQ,8.1267E8,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc
KE,Kimball Electronics Inc.,NASDAQ,3.0996E8,,Technology,Electrical Products,http://www.nasdaq.com/symbol/ke
KBAL,Kimball International Inc.,NASDAQ,4.5198E8,,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/kbal
KIN,Kindred Biosciences Inc.,NASDAQ,8.062E7,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin
KNMD,KineMed Inc.,NASDAQ,,,n/a,n/a,http://www.nasdaq.com/symbol/knmd
KGJI,Kingold Jewelry Inc.,NASDAQ,4.156E7,,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/kgji
KINS,Kingstone Companies Inc,NASDAQ,6.895E7,,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins
KONE,Kingtone Wirelessinfo Solution Holding Ltd,NASDAQ,4450000.0,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone
KIRK,Kirkland&#39;s Inc.,NASDAQ,2.2325E8,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk
KITE,Kite Pharma Inc.,NASDAQ,3.66E9,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/kite
KTOV,Kitov Pharamceuticals Holdings Ltd.,NASDAQ,,,n/a,n/a,http://www.nasdaq.com/symbol/ktov
KTOVW,Kitov Pharamceuticals Holdings Ltd.,NASDAQ,,,n/a,n/a,http://www.nasdaq.com/symbol/ktovw
KLAC,KLA-Tencor Corporation,NASDAQ,1.045E10,1980,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac
KLOX,Klox Technologies Inc.,NASDAQ,,,n/a,n/a,http://www.nasdaq.com/symbol/klox
KLXI,KLX Inc.,NASDAQ,1.62E9,,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/klxi
KONA,Kona Grill Inc.,NASDAQ,1.5215E8,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/kona
KZ,KongZhong Corporation,NASDAQ,3.2325E8,,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/kz
KOPN,Kopin Corporation,NASDAQ,1.8943E8,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn
KRNT,Kornit Digital Ltd.,NASDAQ,3.5095E8,2015,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/krnt
KOSS,Koss Corporation,NASDAQ,1.55E7,,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/koss
KWEB,KraneShares CSI China Internet ETF,NASDAQ,1.3028999999999999E8,,n/a,n/a,http://www.nasdaq.com/symbol/kweb
KTOS,Kratos Defense & Security Solutions Inc.,NASDAQ,2.7417E8,,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ktos
KUTV,Ku6 Media Co. Ltd.,NASDAQ,2.911E7,,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/kutv
KLIC,Kulicke and Soffa Industries Inc.,NASDAQ,8.2396E8,,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic
KURA,Kura Oncology Inc.,NASDAQ,,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kura
KVHI,KVH Industries Inc.,NASDAQ,1.5036E8,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi
FSTR,L.B. Foster Company,NASDAQ,1.2622E8,,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr
LJPC,La Jolla Pharmaceutical Company,NASDAQ,5.2262E8,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ljpc
LSBK,Lake Shore Bancorp Inc.,NASDAQ,7.922E7,,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk
LSBG,Lake Sunapee Bank Group,NASDAQ,1.1796E8,,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbg
LBAI,Lakeland Bancorp Inc.,NASDAQ,4.5867E8,,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai
LKFN,Lakeland Financial Corporation,NASDAQ,7.9354E8,,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn
LAKE,Lakeland Industries Inc.,NASDAQ,9.252E7,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake
LRCX,Lam Research Corporation,NASDAQ,1.241E10,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx
LAMR,Lamar Advertising Company,NASDAQ,6.52E9,1996,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lamr
LANC,Lancaster Colony Corporation,NASDAQ,3.12E9,,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc
LNDC,Landec Corporation,NASDAQ,3.3472E8,1996,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lndc
LARK,Landmark Bancorp Inc.,NASDAQ,9.044E7,,Finance,Major Banks,http://www.nasdaq.com/symbol/lark
LMRK,Landmark Infrastructure Partners LP,NASDAQ,2.0226E8,2014,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrk
LE,Lands&#39; End Inc.,NASDAQ,7.2108E8,,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/le
LSTR,Landstar System Inc.,NASDAQ,2.7E9,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr
LNTH,Lantheus Holdings Inc.,NASDAQ,1.1173E8,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/lnth
